record,enterprise,metro,tract_pct_minority,tract_income_ratio,borrower_income_ratio,ltv,loan_purpose,fed_guarantee,borrower_race,borrower_gender,coborrower_race,coborrower gender,units,affordability
150141,2,0,1,2,3,1,1,4,5,5,1,2,1,4
402501,2,1,3,3,3,2,8,4,5,5,1,3,1,4
461611,2,1,2,2,3,1,8,4,5,9,1,5,1,4
318486,2,1,3,1,2,2,1,4,5,9,2,5,1,1
488938,2,1,1,1,2,4,1,4,5,9,1,5,1,1
280012,2,1,3,2,3,5,1,4,7,7,2,2,1,4
987798,2,1,2,3,3,2,1,4,5,7,1,2,1,4
136311,2,1,1,2,3,1,1,4,5,5,1,1,1,4
811161,2,1,2,3,3,1,8,4,5,5,1,2,1,4
691048,2,1,3,3,3,4,1,4,7,5,1,2,1,4
227103,2,1,2,2,3,1,1,4,5,9,1,5,1,4
1032234,2,1,2,3,3,2,8,4,5,5,2,1,1,4
895738,2,1,2,3,3,2,1,4,5,9,1,5,1,4
833263,2,1,2,2,2,1,8,4,9,9,3,5,1,4
436014,2,1,2,2,2,3,1,4,5,9,1,5,1,4
264411,2,1,3,3,3,3,1,4,5,9,1,5,1,4
713851,2,1,3,2,3,2,1,4,9,9,3,3,1,4
9345,2,1,3,1,2,4,1,4,5,9,1,5,1,1
121651,2,1,3,1,3,1,8,4,5,5,1,2,1,4
862413,2,1,2,2,3,2,1,4,5,5,2,1,1,4
17652,2,1,3,2,2,2,1,4,5,9,1,5,1,4
1007308,2,1,3,2,3,2,1,4,2,9,2,5,1,4
1161863,2,0,1,3,3,2,8,4,5,5,1,2,1,4
784892,2,1,1,2,2,1,1,4,5,9,1,5,1,4
1197578,2,1,1,2,3,2,1,4,5,5,1,2,1,4
793109,2,1,2,3,3,2,8,4,5,9,2,5,1,4
609868,2,1,2,2,1,2,1,4,5,5,1,2,1,3
845442,2,1,2,3,3,4,1,4,5,5,1,2,1,4
660999,2,1,2,2,3,2,1,4,5,9,1,5,1,4
1063468,2,1,1,2,3,3,1,4,5,5,1,2,1,4
1021272,2,1,3,1,1,2,8,4,5,9,2,5,1,2
1059171,2,0,2,2,2,2,1,4,5,9,2,5,1,4
225886,2,1,2,3,2,1,1,4,5,5,1,2,1,4
1032874,2,1,3,2,3,4,1,4,3,9,2,5,1,4
221384,2,1,3,2,3,5,1,4,3,3,2,1,1,4
271051,2,1,3,3,3,2,1,4,3,3,1,2,1,4
570175,2,1,3,1,2,2,1,4,7,7,1,2,1,1
278688,2,1,3,3,3,2,8,4,5,9,1,5,1,4
857528,2,1,2,1,3,2,1,4,2,9,1,5,1,4
488014,2,0,1,2,3,2,1,4,5,5,1,2,1,4
31632,2,1,2,2,3,1,8,4,5,9,1,5,1,4
999003,2,1,2,3,3,4,1,4,5,9,1,5,1,4
1134017,2,1,3,2,3,2,8,4,5,5,2,1,1,4
51269,2,1,1,3,3,4,1,4,3,9,1,5,1,4
368608,2,1,2,2,3,1,8,4,5,5,1,2,1,4
327874,2,1,3,3,3,1,1,4,2,2,2,1,1,4
1182634,2,1,3,3,3,2,8,4,5,5,1,2,1,4
999417,2,1,1,2,2,5,1,4,5,9,1,5,1,4
158830,2,1,2,3,3,4,1,4,5,5,1,2,1,4
1062085,2,1,2,3,3,2,1,4,9,9,3,5,1,4
740410,2,1,2,3,2,2,1,4,5,5,2,1,1,4
1134703,2,1,1,2,3,2,1,4,5,9,1,5,1,4
470048,2,1,3,2,3,1,8,4,5,9,1,5,1,4
539447,2,0,2,2,3,3,1,4,5,9,2,5,1,4
438386,2,1,1,3,2,1,8,4,3,3,1,2,1,4
50763,2,1,2,2,3,2,8,4,5,5,1,2,1,4
241814,2,1,1,2,2,2,1,4,5,9,1,5,1,4
371818,2,1,2,2,2,4,8,4,5,9,1,5,1,4
1150893,2,1,2,2,3,1,8,4,5,5,1,2,1,4
360691,2,1,1,2,3,2,1,4,5,5,1,2,1,4
525972,2,1,2,3,3,4,1,4,5,5,1,2,1,4
542280,2,1,2,3,3,2,1,4,5,9,1,5,1,4
380802,2,1,2,3,2,1,8,4,5,9,1,5,1,4
631112,2,0,1,2,3,2,1,4,5,5,1,2,1,4
752629,2,1,2,3,3,1,1,4,5,5,1,2,1,4
163227,2,1,2,2,3,1,1,4,5,5,1,2,1,4
412482,2,1,3,1,3,4,1,4,5,9,1,5,1,4
349556,2,1,2,2,2,4,1,4,5,5,1,2,1,4
137095,2,1,3,2,3,4,1,4,5,9,1,5,1,4
498433,2,1,3,2,2,2,1,4,5,9,2,5,1,4
176354,2,1,2,2,3,2,1,4,5,5,1,2,1,4
29558,2,1,1,3,3,2,8,4,5,5,1,2,1,4
798883,2,1,1,2,3,2,1,4,5,9,1,5,1,4
941786,2,1,3,3,3,2,1,4,5,7,1,2,1,4
749987,2,1,1,2,3,4,1,4,5,5,1,2,1,4
816779,2,0,2,3,3,2,8,4,5,5,1,2,1,4
823785,2,1,2,2,1,1,8,4,5,9,2,5,1,3
784905,2,1,3,3,2,2,1,4,7,9,2,5,1,4
640962,2,1,3,3,3,2,1,4,2,9,1,5,1,4
977292,2,1,3,3,3,2,1,4,2,2,2,1,1,4
647588,2,1,3,3,3,4,1,4,2,9,1,5,1,4
314614,2,1,3,3,3,2,8,4,4,4,1,2,1,4
988654,2,1,1,2,3,2,1,4,5,5,2,1,1,4
1079316,2,1,1,2,3,4,1,4,5,5,1,2,1,4
724227,2,0,1,1,2,2,1,4,9,9,3,3,1,1
82740,2,1,3,3,3,2,8,4,9,9,3,3,1,4
450296,2,1,2,3,2,5,1,4,5,5,2,1,1,4
63368,2,1,2,1,3,2,1,4,5,9,1,5,1,4
975460,2,1,1,2,3,2,8,4,5,9,1,5,1,4
701064,2,0,1,2,3,4,1,4,9,9,1,5,1,4
1027196,2,1,1,2,3,2,8,4,5,9,1,5,1,4
623715,2,1,2,3,3,2,1,4,2,2,1,2,1,4
867496,2,1,2,3,3,4,1,4,9,9,1,5,1,4
138472,2,1,3,1,3,4,1,4,5,9,1,5,1,4
274331,2,1,2,3,2,2,8,4,7,9,2,5,1,4
614844,2,1,2,3,3,2,1,4,9,9,3,5,1,4
1028288,2,1,3,2,2,2,8,4,3,9,2,5,1,4
656514,2,1,2,2,3,3,1,4,5,5,1,2,1,4
540992,2,0,2,1,3,4,1,4,5,9,2,5,1,4
137763,2,1,3,2,3,4,1,4,5,9,2,5,1,4
513682,2,1,3,2,3,3,1,4,2,9,1,5,1,4
24626,2,1,3,2,1,2,1,4,5,9,2,5,1,3
473016,2,1,1,3,3,3,1,4,5,5,1,2,1,4
837742,2,1,2,3,3,1,1,4,5,5,1,2,1,4
83862,2,1,1,2,1,2,1,4,5,9,1,5,1,3
818488,2,0,1,2,3,4,1,4,5,5,1,1,1,4
288362,2,1,2,3,3,2,8,4,5,5,1,2,1,4
918325,2,1,3,2,3,2,1,4,5,9,1,5,1,4
545686,2,1,3,1,2,1,8,4,7,9,2,5,1,1
964647,2,1,3,1,3,2,8,4,5,9,1,5,1,4
36698,2,1,3,1,3,2,1,4,2,9,1,5,1,4
85791,2,1,2,3,3,4,1,4,5,9,1,5,1,4
826995,2,1,2,3,3,2,1,4,2,9,1,5,1,4
201643,2,1,3,1,3,4,1,4,5,5,1,2,1,4
199853,2,1,2,3,3,4,1,4,5,9,1,5,1,4
969900,2,1,2,3,3,4,1,4,5,9,1,5,1,4
821721,2,1,2,3,3,4,1,4,5,9,2,5,1,4
403034,2,1,2,3,1,3,1,4,7,9,2,5,1,3
415241,2,1,2,2,3,1,1,4,9,9,3,3,1,4
874763,2,1,1,3,3,2,8,4,5,5,1,2,1,4
1191555,2,1,2,2,3,2,1,4,5,9,1,5,1,4
619092,2,1,3,2,3,2,8,4,5,9,1,5,1,4
218154,2,1,2,3,3,4,1,4,2,9,1,5,1,4
414984,2,1,1,3,3,2,1,4,9,9,1,2,1,4
1116270,2,0,1,2,3,1,8,4,5,5,1,1,1,4
346288,2,0,1,2,3,4,1,4,5,9,1,5,1,4
847513,2,1,2,3,3,2,8,4,7,9,1,5,1,4
471511,2,1,3,3,2,2,8,4,5,9,2,5,1,4
109312,2,1,3,2,3,2,1,4,5,9,1,5,1,4
199650,2,0,2,2,3,2,8,4,5,5,1,2,1,4
1023439,2,1,2,2,2,4,1,4,5,9,2,5,1,4
1023201,2,1,2,3,3,4,1,4,5,5,1,1,1,4
1013978,2,1,3,1,2,2,1,4,4,9,2,5,1,1
1111425,2,1,3,2,3,5,1,4,5,9,1,5,1,4
1139967,2,1,2,2,3,2,1,4,5,5,2,1,1,4
291992,2,0,2,2,3,1,1,4,5,9,2,5,1,4
374098,2,0,1,2,3,4,1,4,5,7,1,2,1,4
282101,2,1,1,3,3,2,8,4,5,9,1,5,1,4
442429,2,1,2,3,3,2,1,4,5,9,1,5,1,4
526625,2,1,3,2,1,4,1,4,3,9,2,5,1,3
182576,2,0,2,2,2,2,1,4,5,9,2,5,1,4
477629,2,1,2,2,3,2,1,4,5,5,2,1,1,4
728588,2,0,2,2,3,2,8,4,5,9,2,5,1,4
1016285,2,1,1,3,3,1,8,4,5,5,1,2,1,4
1085380,2,1,3,1,2,2,1,4,5,9,2,5,1,1
546167,2,1,2,1,3,2,8,4,5,5,1,2,1,4
221000,2,1,2,1,3,2,8,4,5,5,1,2,1,4
154222,2,1,3,1,2,4,1,4,3,9,2,5,1,1
1197295,2,0,3,1,3,2,8,4,5,9,1,5,1,4
312797,2,1,2,3,3,4,1,4,2,2,1,2,1,4
1107444,2,1,3,3,3,4,1,4,5,5,1,2,1,4
1050450,2,1,2,2,1,1,8,4,5,9,1,5,1,3
733782,2,1,2,3,3,4,1,4,5,9,1,5,1,4
586016,2,1,1,2,2,2,1,4,5,5,1,2,1,4
141465,2,1,2,2,1,4,1,4,5,9,2,5,1,3
198823,2,1,3,2,3,4,1,4,5,5,1,2,1,4
970217,2,0,1,2,2,3,8,4,5,9,1,5,1,4
122028,2,1,1,2,3,2,1,4,5,5,1,2,1,4
675553,2,1,3,2,3,2,1,4,7,7,2,1,1,4
627652,2,1,3,1,3,2,1,4,5,9,2,5,1,4
872637,2,1,2,2,2,4,1,4,5,9,2,5,1,4
596917,2,1,2,3,3,1,1,4,5,5,1,2,1,4
110048,2,1,2,2,3,5,1,4,5,9,1,5,1,4
873583,2,1,2,3,1,1,8,4,5,9,2,5,1,3
760153,2,0,1,3,2,4,1,4,5,9,1,5,1,4
530629,2,1,2,3,3,3,8,4,5,5,1,2,1,4
1123505,2,1,1,3,3,2,1,4,9,9,1,5,1,4
560350,2,1,3,3,3,4,1,4,5,9,1,5,1,4
196124,2,1,1,3,3,4,1,4,5,5,1,2,1,4
176968,2,1,3,3,3,1,8,4,5,9,1,5,1,4
126921,2,1,2,3,3,4,1,4,6,7,1,2,1,4
685560,2,1,1,2,2,2,1,4,2,2,1,2,1,4
1171374,2,1,2,2,3,4,1,4,6,6,1,2,1,4
149870,2,1,2,2,3,2,1,4,5,9,1,5,1,4
3759,2,1,1,3,3,2,8,4,5,9,1,5,1,4
994293,2,1,1,3,3,2,8,4,9,9,2,5,1,4
551375,2,1,1,2,3,4,1,4,5,9,1,5,1,4
393732,2,1,1,2,3,2,1,4,5,5,2,1,1,4
261364,2,1,2,3,3,1,1,4,5,5,1,2,1,4
538053,2,1,2,2,2,2,8,4,5,5,1,2,1,4
69815,2,1,3,2,3,1,8,4,5,5,1,2,1,4
1039595,2,1,1,3,3,2,8,4,5,9,2,5,1,4
242838,2,1,1,2,2,1,1,4,5,9,1,5,1,4
573195,2,1,3,3,3,2,8,4,3,9,2,5,1,4
39227,2,1,1,3,3,2,1,4,6,6,2,1,1,4
287506,2,1,2,3,3,2,8,4,5,9,1,5,1,4
1006665,2,1,2,3,3,3,1,4,5,5,1,2,1,4
919067,2,0,1,2,3,2,8,4,5,9,2,5,1,4
628883,2,1,3,2,3,5,1,4,9,9,3,5,1,4
782904,2,1,1,3,3,2,8,4,5,9,2,5,1,4
363158,2,1,2,3,3,1,1,4,9,9,3,3,1,4
293684,2,1,2,3,2,1,8,4,5,9,2,5,1,4
190343,2,1,1,3,3,2,1,4,5,5,2,1,1,4
373087,2,1,1,3,3,2,1,4,5,9,2,5,1,4
129514,2,1,3,1,3,2,8,4,5,5,1,2,1,4
263957,2,0,1,2,2,2,8,4,5,9,2,5,1,4
858041,2,1,3,2,3,2,1,4,5,5,1,2,1,4
418469,2,1,3,2,3,2,1,4,5,9,2,5,1,4
686878,2,1,2,3,3,1,8,4,9,9,2,5,1,4
626106,2,1,1,3,3,4,1,4,9,9,3,5,1,4
1028203,2,1,3,2,2,5,1,4,7,9,1,5,1,4
28908,2,1,1,2,3,4,1,4,5,5,2,1,1,4
602269,2,1,1,2,3,2,8,4,5,5,1,2,1,4
108247,2,1,1,2,3,1,1,4,5,5,1,2,1,4
14804,2,1,3,1,1,5,1,4,9,9,3,5,1,2
417559,2,1,2,3,3,2,8,4,5,9,2,5,1,4
57808,2,1,2,2,1,1,8,4,5,9,2,5,1,3
1087513,2,1,3,3,3,2,8,4,5,5,1,2,1,4
1088783,2,1,2,3,3,2,1,4,5,5,1,2,1,4
1113227,2,1,2,3,3,2,1,4,2,9,1,5,1,4
1106644,2,1,2,3,3,2,8,4,5,5,2,1,1,4
330680,2,1,3,3,3,2,1,4,7,5,1,2,1,4
895014,2,1,2,3,3,2,1,4,5,5,1,1,1,4
139766,2,1,3,3,3,1,8,4,5,9,2,5,1,4
583062,2,1,2,3,3,1,1,4,9,9,1,2,1,4
443951,2,0,1,2,2,4,1,4,5,9,2,5,1,4
285068,2,1,1,2,3,1,1,4,5,5,1,2,1,4
631114,2,1,3,2,3,4,1,4,5,5,2,1,1,4
446094,2,1,2,3,3,2,1,4,5,9,2,5,1,4
1162966,2,1,3,3,3,2,1,4,2,9,2,5,1,4
474112,2,1,1,3,2,4,1,4,5,9,1,5,1,4
1168622,2,1,2,3,3,2,1,4,9,9,3,3,1,4
975506,2,1,2,2,3,1,1,4,9,9,3,3,1,4
134163,2,1,3,1,2,1,8,4,7,9,2,5,1,1
581637,2,1,3,2,2,4,1,4,3,9,2,5,1,4
825055,2,1,3,1,2,5,1,4,5,9,1,5,1,1
68911,2,1,2,3,3,2,1,4,5,9,1,5,1,4
795948,2,1,1,3,3,1,1,4,9,9,3,3,1,4
101587,2,1,3,3,2,2,1,4,5,9,1,5,1,4
571222,2,1,2,2,1,1,8,4,9,9,3,5,1,3
384731,2,1,1,3,3,4,1,4,5,5,1,2,1,4
815137,2,0,1,2,3,1,8,4,5,9,2,5,1,4
1062885,2,1,3,2,3,2,1,4,5,9,2,5,1,4
89831,2,1,2,2,1,2,1,4,5,9,1,5,1,3
1001444,2,0,2,2,1,1,8,4,5,9,1,5,1,3
75460,2,1,3,1,3,2,8,4,5,5,1,2,1,4
383974,2,1,1,3,3,4,1,4,5,5,1,2,1,4
690670,2,1,3,2,3,2,1,4,5,9,2,5,1,4
1128559,2,1,3,3,3,2,1,4,2,2,1,2,1,4
404489,2,1,3,2,3,4,1,4,5,5,1,2,1,4
978189,2,0,2,2,3,2,1,4,5,5,1,2,1,4
320317,2,1,3,3,3,4,1,4,7,9,2,5,1,4
2501,2,1,2,1,1,4,1,4,5,9,2,5,1,2
342147,2,1,2,3,3,2,1,4,5,9,1,5,1,4
496025,2,1,1,2,2,2,8,4,5,9,1,5,1,4
266110,2,1,2,3,2,1,1,4,5,9,2,5,1,4
998648,2,1,2,3,3,2,1,4,5,5,1,2,1,4
55583,2,1,3,3,3,2,8,4,5,9,1,5,1,4
718147,2,1,2,3,3,2,1,4,9,9,3,3,1,4
838793,2,1,2,2,2,4,1,4,5,9,2,5,1,4
180803,2,1,2,2,2,5,1,4,5,5,1,2,1,4
196975,2,0,1,2,1,2,8,4,5,9,1,5,1,3
1182026,2,1,2,3,3,4,1,4,5,5,2,1,1,4
368175,2,0,1,2,1,2,1,4,5,5,1,2,1,3
668287,2,1,3,3,3,2,1,4,5,5,2,1,1,4
494129,2,1,2,3,3,4,1,4,5,9,1,5,1,4
597126,2,1,2,3,3,3,1,4,5,9,1,5,1,4
25834,2,1,3,1,3,2,8,4,5,9,1,5,1,4
920833,2,1,2,2,3,1,8,4,5,5,1,2,1,4
576901,2,1,3,1,1,4,1,4,7,9,2,5,1,2
87785,2,1,3,2,3,2,1,4,7,7,1,2,1,4
586012,2,1,1,3,3,2,1,4,6,6,1,2,1,4
16786,2,1,2,3,3,3,1,4,5,5,1,2,1,4
630601,2,0,2,2,3,2,1,4,5,5,1,2,1,4
38664,2,1,2,2,2,1,1,4,9,9,3,5,1,4
352903,2,1,3,1,2,1,1,4,5,5,1,1,1,1
991486,2,1,2,3,3,3,1,4,9,9,2,5,1,4
283794,2,0,1,1,3,3,1,4,5,5,1,2,1,4
2942,2,1,3,2,3,3,1,4,5,9,1,5,1,4
538711,2,1,3,2,3,2,8,4,5,9,1,5,1,4
1013113,2,0,2,2,3,2,8,4,5,5,1,2,1,4
171119,2,1,1,3,3,4,1,4,5,9,2,5,1,4
105711,2,1,2,2,3,4,1,4,5,9,2,5,1,4
797017,2,1,2,3,3,4,1,4,9,9,1,5,1,4
406640,2,1,2,2,3,1,8,4,5,9,1,5,1,4
577965,2,1,2,3,3,2,8,4,5,9,1,5,1,4
795822,2,1,2,3,3,1,1,4,5,9,1,5,1,4
190292,2,1,3,2,3,2,1,4,7,9,1,5,1,4
225037,2,1,3,2,3,1,1,4,3,9,1,5,1,4
374299,2,1,1,2,2,4,1,4,5,9,1,5,1,4
494845,2,1,3,1,3,2,8,4,7,6,2,1,1,4
533778,2,1,3,3,3,2,8,4,5,9,1,5,1,4
471092,2,1,2,1,1,4,1,4,5,9,1,5,1,2
822404,2,1,1,3,2,2,1,4,5,5,1,2,1,4
127309,2,1,2,3,3,4,1,4,5,9,2,5,1,4
471680,2,1,2,2,2,4,1,4,5,9,2,5,1,4
142080,2,1,3,1,3,2,8,4,2,9,1,5,1,4
994624,2,1,1,3,2,2,8,4,5,9,1,5,1,4
560163,2,1,2,1,3,2,1,4,5,5,1,2,1,4
199543,2,1,3,3,3,4,1,4,5,9,1,5,1,4
1176988,2,1,3,3,3,1,8,4,2,9,2,5,1,4
1077453,2,1,3,2,3,4,1,4,2,9,1,5,1,4
825018,2,1,3,2,3,4,1,4,2,9,1,5,1,4
730807,2,1,2,3,2,4,1,4,5,9,1,5,1,4
697553,2,1,3,2,3,2,1,4,9,9,2,5,1,4
288076,2,1,2,3,3,2,1,4,5,9,2,5,1,4
373383,2,1,3,1,2,2,1,4,5,9,2,5,1,1
861465,2,1,2,2,3,2,1,4,9,9,1,2,1,4
496458,2,1,3,3,3,2,1,4,5,5,2,1,1,4
273322,2,1,1,3,2,5,1,4,9,9,3,3,1,4
932228,2,1,3,2,3,1,8,4,9,9,3,3,1,4
1003770,2,1,1,3,3,2,8,4,5,5,1,2,1,4
1138467,2,1,1,3,3,2,8,4,5,5,2,1,1,4
913563,2,1,2,2,3,4,1,4,5,5,2,1,1,4
633602,2,1,1,2,3,4,1,4,9,9,3,5,1,4
633845,2,1,1,3,3,2,8,4,5,9,1,5,1,4
675356,2,1,3,3,3,2,1,4,5,9,1,5,1,4
200801,2,1,3,1,3,2,1,4,5,9,1,5,1,4
909224,2,1,3,1,2,5,1,4,7,9,2,5,1,1
546889,2,0,3,2,3,1,8,4,7,9,1,5,1,4
358815,2,1,2,2,2,2,1,4,5,9,1,5,1,4
984914,2,0,1,2,2,2,8,4,5,5,1,2,1,4
126157,2,1,1,2,3,2,8,4,9,9,3,3,1,4
360090,2,1,3,1,3,2,8,4,7,7,1,2,1,4
810280,2,1,2,3,3,2,8,4,5,9,1,5,1,4
656869,2,1,2,3,3,2,8,4,5,9,1,5,1,4
1076583,2,1,3,3,3,4,1,4,5,5,1,2,1,4
299476,2,1,1,2,3,2,8,4,5,5,1,2,1,4
927389,2,1,3,2,3,1,8,4,5,5,1,2,1,4
641820,2,0,3,1,3,2,8,4,1,9,1,5,1,4
642760,2,1,3,3,3,2,8,4,5,9,1,5,1,4
616177,2,1,1,3,2,4,1,4,5,9,2,5,1,4
628568,2,1,2,2,3,2,8,4,5,5,1,2,1,4
719012,2,1,3,3,3,3,1,4,5,5,1,2,1,4
691199,2,1,3,1,3,2,1,4,5,9,2,5,1,4
614802,2,0,1,2,3,2,1,4,5,5,1,2,1,4
29771,2,1,3,3,3,3,1,4,2,2,1,1,1,4
447754,2,1,3,3,3,4,1,4,9,9,1,5,1,4
356081,2,1,2,1,3,5,1,4,5,5,1,2,1,4
1062304,2,1,3,3,1,1,1,4,5,9,1,5,1,3
72697,2,1,1,3,3,2,1,4,5,9,1,5,1,4
847128,2,1,1,1,2,2,1,4,5,5,1,2,1,1
6753,2,1,2,3,3,4,1,4,5,9,1,5,1,4
616010,2,0,1,2,3,5,1,4,5,9,1,5,1,4
453150,2,0,3,2,3,1,1,4,5,5,1,2,1,4
228407,2,1,3,2,3,5,1,4,7,9,2,5,1,4
993666,2,1,2,3,3,2,1,4,5,5,2,1,1,4
514424,2,1,2,3,3,4,1,4,5,7,1,2,1,4
593443,2,1,3,2,2,5,1,4,3,9,2,5,1,4
118995,2,1,1,3,3,2,1,4,5,5,2,1,1,4
950068,2,1,2,3,3,2,8,4,5,5,1,2,1,4
997799,2,1,3,2,3,1,1,4,5,5,1,2,1,4
408671,2,1,2,2,3,2,8,4,9,9,1,2,1,4
70819,2,1,2,2,2,2,8,4,5,9,2,5,1,4
885086,2,1,1,1,2,2,8,4,5,9,1,5,1,1
276354,2,1,2,3,3,2,8,4,5,9,2,5,1,4
1101499,2,1,3,3,3,2,1,4,5,9,1,5,1,4
748873,2,1,2,3,3,3,1,4,5,5,1,2,1,4
581268,2,1,2,3,3,1,1,4,5,9,1,5,1,4
938714,2,1,3,1,3,4,1,4,2,2,1,1,1,4
940017,2,1,2,1,3,2,1,4,5,9,1,5,1,4
842712,2,1,2,3,3,4,1,4,9,9,3,3,1,4
807012,2,1,2,3,3,4,1,4,2,9,2,5,1,4
931390,2,1,3,2,3,1,8,4,2,9,1,5,1,4
367033,2,1,3,1,2,4,1,4,9,9,3,5,1,1
128502,2,0,2,1,2,2,8,4,9,9,3,5,1,1
250383,2,1,3,3,3,2,1,4,7,9,1,5,1,4
335726,2,0,3,2,3,5,1,2,5,9,1,5,1,4
515961,2,1,2,2,3,4,1,4,5,9,1,5,1,4
1039312,2,1,2,3,3,1,1,4,2,9,2,5,1,4
520456,2,0,2,2,3,1,8,4,5,5,2,1,1,4
372718,2,1,2,2,3,2,1,4,5,9,1,5,1,4
57621,2,1,1,3,3,2,1,4,5,5,1,2,1,4
1038712,2,1,3,3,3,1,8,4,5,9,2,5,1,4
426644,2,1,2,1,3,1,8,4,5,9,2,5,1,4
791055,2,1,1,3,3,3,1,4,7,9,1,5,1,4
499461,2,1,2,3,3,4,1,4,2,2,2,2,1,4
377170,2,0,2,3,3,2,1,4,5,7,1,2,1,4
967758,2,1,1,2,3,4,1,4,5,5,1,2,1,4
828214,2,0,1,2,3,2,8,4,5,5,1,2,1,4
279267,2,1,3,3,2,4,1,4,2,9,1,5,1,4
104038,2,1,1,3,3,1,8,4,5,9,1,5,1,4
864954,2,0,3,2,3,4,1,4,5,5,1,2,1,4
578388,2,1,2,2,1,2,1,4,5,9,1,5,1,3
708915,2,1,2,3,2,2,1,4,5,9,1,5,1,4
758659,2,1,2,3,2,1,1,4,9,9,1,2,1,4
610156,2,1,1,3,3,2,1,4,5,5,1,2,1,4
235430,2,1,1,3,3,4,1,4,5,5,1,2,1,4
1157095,2,1,1,2,3,2,1,4,5,9,1,5,1,4
688012,2,1,2,1,3,2,1,4,5,5,1,2,1,4
262974,2,1,1,2,2,3,1,4,5,9,1,5,1,4
358704,2,0,1,2,3,4,8,4,5,5,1,2,1,4
732124,2,1,3,1,2,1,8,4,7,7,1,2,1,1
91863,2,1,1,3,3,1,8,4,5,5,1,2,1,4
913670,2,1,2,3,3,4,1,4,5,9,1,5,1,4
638484,2,1,2,3,3,2,8,4,5,9,1,5,1,4
219768,2,1,2,2,3,1,1,4,5,9,2,5,1,4
375349,2,1,2,2,3,1,1,4,5,5,1,2,1,4
539042,2,1,2,2,3,1,1,4,2,9,1,5,1,4
995913,2,0,2,2,3,4,1,4,5,5,1,2,1,4
120808,2,1,1,3,3,4,1,4,5,5,1,2,1,4
476061,2,0,2,2,3,1,8,4,5,5,1,2,1,4
1187519,2,1,2,3,3,4,1,4,5,5,1,1,1,4
81064,2,1,1,3,3,2,1,4,5,5,1,2,1,4
623923,2,1,1,1,3,2,1,4,5,5,1,2,1,4
27885,2,1,3,1,1,2,1,4,2,9,2,5,1,2
974565,2,1,2,2,3,4,1,4,5,9,1,5,1,4
740362,2,0,3,2,2,4,1,4,5,9,1,5,1,4
925232,2,1,3,1,2,1,8,4,2,9,1,5,1,1
534739,2,1,3,2,2,2,8,4,5,9,2,5,1,4
33649,2,1,3,3,3,1,1,4,5,9,3,5,1,4
945017,2,1,1,2,3,3,8,4,5,9,1,5,1,4
267720,2,1,3,2,3,1,8,4,9,9,3,5,1,4
928676,2,1,2,2,2,1,1,4,6,6,1,2,1,4
76444,2,1,1,2,1,1,8,4,5,9,1,5,1,3
997699,2,1,1,3,3,2,8,4,5,9,2,5,1,4
1154652,2,1,2,2,3,5,1,4,5,9,2,5,1,4
1098498,2,1,3,2,3,5,1,4,5,5,1,2,1,4
728939,2,1,1,2,1,2,1,4,5,9,1,5,1,3
975853,2,1,3,2,2,2,1,4,7,9,2,5,1,4
819873,2,1,2,3,3,2,1,4,5,5,1,2,1,4
811263,2,1,1,2,2,2,1,4,5,9,2,5,1,4
776697,2,1,2,2,3,2,1,4,9,9,2,5,1,4
819629,2,1,1,3,3,4,1,4,5,9,2,5,1,4
816703,2,1,3,1,2,2,8,4,9,9,1,2,1,1
85942,2,0,1,3,1,2,1,4,5,9,2,5,1,3
39914,2,1,2,2,3,2,1,4,5,9,1,5,1,4
886642,2,1,3,1,3,1,8,4,5,5,2,1,1,4
1165789,2,1,1,3,3,3,1,4,5,7,1,2,1,4
982081,2,1,3,2,2,5,1,4,9,9,3,5,1,4
1011067,2,1,1,3,3,4,1,4,5,5,1,2,1,4
601962,2,0,2,2,2,2,1,4,5,9,2,5,1,4
502120,2,0,1,2,3,4,1,4,5,5,1,2,1,4
1177864,2,1,1,2,2,4,1,4,5,9,1,5,1,4
231496,2,1,1,2,3,1,1,4,5,5,1,2,1,4
1088081,2,1,2,3,3,1,8,4,5,5,1,2,1,4
924689,2,1,2,1,3,4,1,4,5,9,1,5,1,4
42382,2,1,1,3,2,1,8,4,5,9,2,5,1,4
633012,2,1,2,3,3,2,8,4,9,9,3,3,1,4
791226,2,1,2,2,3,2,8,4,7,9,1,5,1,4
1011160,2,0,2,2,3,5,1,4,5,5,1,2,1,4
500385,2,1,3,1,3,2,8,4,5,5,1,2,1,4
130865,2,1,2,3,3,2,8,4,5,5,1,2,1,4
434909,2,1,3,2,3,2,8,4,2,9,1,5,1,4
264180,2,1,1,3,3,3,1,4,5,9,2,5,1,4
331658,2,1,1,2,2,2,8,4,5,5,1,2,1,4
549881,2,1,3,3,3,2,8,4,7,9,1,5,1,4
1196002,2,1,3,2,3,4,1,4,4,9,1,5,1,4
1133862,2,1,2,2,3,2,1,4,5,5,2,1,1,4
1004892,2,1,3,2,3,5,1,4,7,6,1,2,1,4
851799,2,1,3,2,1,4,1,4,5,9,1,5,1,3
197548,2,1,3,2,3,4,1,4,5,9,1,5,1,4
165849,2,1,2,3,3,1,1,4,5,5,2,1,1,4
1186425,2,1,2,2,2,1,1,4,5,5,2,2,1,4
131971,2,1,2,2,3,2,8,4,5,5,2,1,1,4
1013901,2,1,2,3,3,1,8,4,9,9,1,2,1,4
