record,enterprise,metro,tract_pct_minority,tract_income_ratio,borrower_income_ratio,ltv,loan_purpose,fed_guarantee,borrower_race,borrower_gender,coborrower_race,coborrower gender,units,affordability
696120,2,1,3,3,3,4,1,4,6,9,1,5,1,4
1043888,2,1,1,3,3,2,1,4,9,9,1,2,1,4
778619,2,1,2,2,3,4,1,4,5,9,1,5,1,4
85106,2,1,2,1,3,4,1,4,5,5,1,2,1,4
477652,2,1,3,2,3,4,1,4,9,7,1,2,1,4
943845,2,1,3,3,2,1,1,4,2,9,2,5,1,4
264498,2,1,3,2,3,2,8,4,5,9,2,5,1,4
332592,2,1,1,2,3,1,1,4,5,5,1,2,1,4
552155,2,1,1,3,3,4,1,4,9,9,1,2,1,4
472721,2,1,3,3,3,2,1,4,5,9,1,5,1,4
699228,2,1,2,2,2,2,8,4,5,9,2,5,1,4
64649,2,1,2,3,3,4,1,4,5,9,2,5,1,4
1002757,2,1,2,3,3,2,8,4,5,9,1,5,1,4
568071,2,1,1,3,3,2,1,4,9,9,3,3,1,4
666653,2,1,2,2,3,4,1,4,5,9,2,5,1,4
1047539,2,1,2,1,3,4,1,4,5,9,2,5,1,4
175612,2,1,2,2,3,1,8,4,7,9,1,5,1,4
680705,2,1,2,2,3,2,1,4,5,5,2,1,1,4
840400,2,1,2,2,2,3,1,4,5,9,2,5,1,4
927334,2,1,1,3,3,2,1,4,5,5,1,2,1,4
397113,2,1,1,3,2,1,8,4,9,9,3,5,1,4
548884,2,1,2,2,1,1,1,4,2,9,1,5,1,3
114509,2,1,2,3,3,2,1,4,5,9,1,5,1,4
1135095,2,1,3,2,3,1,1,4,7,9,1,5,1,4
207795,2,1,2,3,3,2,8,4,5,5,1,2,1,4
1087528,2,1,1,2,3,4,1,4,5,5,1,2,1,4
580955,2,1,2,1,2,3,8,4,5,5,1,2,1,1
635417,2,1,2,3,3,2,1,4,5,9,1,5,1,4
639593,2,1,2,2,3,4,1,4,5,5,1,2,1,4
270079,2,1,3,1,3,2,8,4,3,3,2,1,1,4
1175893,2,1,2,3,3,2,1,4,2,9,1,5,1,4
979570,2,1,2,2,3,4,1,4,7,5,1,2,1,4
487344,2,1,2,2,3,5,1,4,7,7,1,2,1,4
306266,2,1,2,3,3,2,1,4,9,9,2,1,1,4
564011,2,1,2,3,3,4,1,4,5,9,2,5,1,4
866048,2,1,1,3,3,4,1,4,5,5,1,2,1,4
343526,2,1,3,1,3,2,8,4,7,9,2,5,1,4
891044,2,1,3,3,3,2,1,4,9,9,3,5,1,4
1124565,2,1,1,2,3,2,8,4,5,9,1,5,1,4
1063319,2,1,1,2,3,2,1,4,5,5,1,2,1,4
604459,2,1,3,3,3,2,1,4,5,5,2,1,1,4
524927,2,1,1,2,3,4,1,4,5,9,1,5,1,4
237733,2,1,3,1,2,3,8,4,7,7,1,2,1,1
504515,2,1,2,2,3,3,1,4,5,5,1,2,1,4
590682,2,1,3,3,3,1,8,4,7,9,2,5,1,4
409603,2,1,1,1,3,2,1,4,5,9,2,5,1,4
1014743,2,0,1,2,3,2,1,4,7,9,1,5,1,4
762419,2,1,3,2,2,2,8,4,5,9,1,5,1,4
986602,2,1,3,3,3,1,8,4,7,9,2,5,1,4
1047102,2,1,3,2,2,4,1,4,7,9,1,5,1,4
940070,2,1,1,1,3,2,1,4,5,9,2,5,1,4
181033,2,1,2,2,3,3,1,4,9,9,3,5,1,4
715650,2,1,3,1,2,4,1,4,7,9,2,5,1,1
444145,2,1,1,3,3,2,1,4,5,5,1,2,1,4
744555,2,1,1,2,2,5,1,4,5,9,1,5,1,4
693073,2,1,2,2,2,5,1,4,9,9,2,5,1,4
818328,2,1,1,2,3,2,1,4,5,5,1,2,1,4
1059437,2,1,2,2,2,4,1,4,5,9,2,5,1,4
716573,2,1,2,3,3,2,1,4,5,5,1,2,1,4
296140,2,1,1,3,3,3,8,4,5,5,1,2,1,4
1086564,2,1,1,3,3,2,1,4,5,9,2,5,1,4
55291,2,1,2,2,3,2,1,4,5,9,1,5,1,4
760812,2,1,2,3,3,1,8,4,5,9,2,5,1,4
648185,2,1,2,1,2,1,1,4,5,9,1,5,1,1
73903,2,1,1,2,3,2,1,4,5,9,1,5,1,4
376481,2,1,1,2,3,4,1,4,5,9,1,5,1,4
539441,2,0,2,2,3,2,8,4,9,9,1,5,1,4
639716,2,1,2,1,2,2,8,4,5,9,2,5,1,1
1045856,2,1,1,2,3,4,1,4,5,9,2,5,1,4
857080,2,1,3,1,3,2,8,4,5,9,1,5,1,4
633826,2,1,3,1,3,4,1,4,6,9,1,5,1,4
1126671,2,1,2,3,3,2,1,4,5,5,1,2,1,4
67526,2,1,2,2,2,2,8,4,2,9,1,5,1,4
551209,2,1,3,2,3,4,1,4,5,9,1,5,1,4
548300,2,0,3,2,3,1,8,4,5,5,1,2,1,4
361722,2,1,3,3,3,2,8,4,9,9,1,5,1,4
590487,2,1,3,1,3,4,1,4,5,9,1,5,1,4
1051023,2,1,2,2,3,4,1,4,5,5,2,1,1,4
193955,2,0,2,2,1,1,8,4,5,9,2,5,1,3
650026,2,1,3,3,3,2,8,4,5,9,1,5,1,4
884017,2,1,3,3,3,5,1,4,5,9,1,5,1,4
423249,2,1,2,3,3,2,8,4,5,9,2,5,1,4
821534,2,1,2,3,3,1,1,4,5,9,2,5,1,4
270558,2,1,1,2,3,5,1,4,5,9,2,5,1,4
524435,2,1,3,3,3,2,1,4,2,9,1,5,1,4
894213,2,1,1,3,3,4,1,4,5,9,1,5,1,4
234378,2,1,2,2,2,2,8,4,3,9,1,5,1,4
67736,2,1,1,2,3,4,1,4,5,9,2,5,1,4
85254,2,1,1,3,3,1,8,4,5,5,1,2,1,4
760553,2,1,3,2,3,1,8,4,5,5,1,2,1,4
537838,2,1,2,2,3,4,1,4,6,6,1,2,1,4
180599,2,1,2,3,2,2,1,4,9,9,3,3,1,4
340744,2,1,2,3,3,2,8,4,9,9,3,3,1,4
904157,2,1,3,1,1,4,1,4,5,9,1,5,1,2
482888,2,1,3,3,2,1,8,4,5,5,1,2,1,4
954119,2,1,3,3,3,4,1,4,5,9,1,5,1,4
470861,2,1,3,1,2,4,1,4,7,9,2,5,1,1
670204,2,1,3,2,3,2,8,4,5,5,1,2,1,4
85534,2,1,3,3,3,3,1,4,9,9,1,2,1,4
1202618,2,0,1,2,2,1,1,4,5,9,1,5,1,4
713966,2,0,3,2,3,2,8,4,5,9,1,5,1,4
551084,2,1,3,1,2,2,1,4,5,9,1,5,1,1
494963,2,1,2,2,3,2,1,4,5,9,2,5,1,4
400550,2,0,1,2,3,2,1,4,5,9,1,5,1,4
198337,2,1,2,3,3,4,1,4,5,9,1,5,1,4
1000687,2,1,3,3,3,2,1,4,5,9,1,5,1,4
901737,2,1,3,3,3,3,8,4,3,9,2,5,1,4
307390,2,1,3,2,3,2,1,4,5,9,1,5,1,4
332974,2,1,2,2,3,1,8,4,5,5,2,1,1,4
1042121,2,0,1,2,3,2,1,4,5,5,1,2,1,4
73733,2,0,1,1,3,4,1,4,5,5,2,1,1,4
50270,2,1,2,2,3,2,8,4,5,5,1,2,1,4
718289,2,1,2,1,2,5,1,4,9,9,3,5,1,1
630363,2,1,2,3,3,2,1,4,5,9,2,5,1,4
843917,2,1,3,2,3,4,1,4,2,9,1,5,1,4
1053732,2,1,3,2,2,4,1,4,5,9,2,5,1,4
128349,2,1,1,3,3,4,1,4,5,5,1,2,1,4
1124452,2,1,3,1,2,2,1,4,5,9,2,5,1,1
842701,2,1,1,3,3,2,1,4,5,5,2,1,1,4
642630,2,1,3,3,3,5,1,4,3,9,1,5,1,4
889879,2,1,3,1,1,4,1,4,7,9,2,5,1,2
763036,2,1,1,2,2,2,1,4,5,5,1,2,1,4
497468,2,1,3,3,3,3,8,4,9,9,3,5,1,4
591173,2,1,2,1,2,4,1,4,5,9,1,5,1,1
1053636,2,1,2,3,3,2,1,4,5,9,1,5,1,4
1013808,2,1,3,1,1,2,1,4,2,9,1,5,1,2
523022,2,1,1,2,1,4,1,4,2,9,1,5,1,3
741591,2,1,3,1,3,4,1,4,5,5,2,1,1,4
973162,2,1,1,2,3,4,1,4,5,5,1,2,1,4
1024767,2,0,2,2,3,4,1,4,5,9,1,5,1,4
1044073,2,1,2,3,3,2,1,4,5,9,2,5,1,4
829896,2,1,3,2,1,2,8,4,1,9,2,5,1,3
1082231,2,1,2,2,2,2,8,4,9,9,3,5,1,4
646985,2,1,3,3,3,1,1,4,5,9,1,5,1,4
322517,2,0,1,2,3,2,1,4,9,9,3,5,1,4
127578,2,1,2,1,2,2,8,4,5,5,1,2,1,1
387521,2,1,3,1,3,2,1,4,5,9,2,5,1,4
131212,2,0,2,2,2,4,1,4,7,9,1,5,1,4
848366,2,1,2,3,3,2,1,4,5,5,1,2,1,4
34053,2,1,2,3,3,1,1,4,5,5,1,2,1,4
1142079,2,1,3,2,3,4,1,4,5,9,1,5,1,4
847553,2,1,3,2,3,2,1,4,5,5,2,1,1,4
1197285,2,1,2,3,3,4,1,4,5,5,2,1,1,4
244744,2,1,2,3,1,1,8,4,9,9,3,3,1,3
752323,2,1,3,1,3,3,1,4,5,9,1,5,1,4
39519,2,0,2,3,3,2,1,4,5,5,1,2,1,4
579388,2,1,3,1,3,4,1,4,7,7,1,2,1,4
558138,2,1,1,3,3,4,1,4,5,9,2,5,1,4
565474,2,1,1,2,3,1,1,4,5,9,2,5,1,4
554803,2,1,2,3,3,2,1,4,9,9,3,3,1,4
710228,2,1,3,2,3,4,1,4,9,9,3,3,1,4
804576,2,1,1,2,2,1,8,4,5,5,1,2,1,4
548870,2,1,3,1,3,2,1,4,5,5,1,1,1,4
255979,2,1,1,2,2,2,8,4,5,9,2,5,1,4
728386,2,1,2,3,3,4,1,4,5,9,1,5,1,4
1097781,2,1,1,3,3,1,1,4,5,5,1,2,1,4
603095,2,1,2,3,3,2,8,4,2,9,1,5,1,4
284530,2,1,2,3,3,2,8,4,7,7,1,2,1,4
1183943,2,1,1,2,3,1,8,4,9,9,3,5,1,4
675872,2,1,1,3,3,4,1,4,5,9,1,5,1,4
1106742,2,1,3,3,2,2,8,4,3,9,2,5,1,4
384884,2,1,1,2,1,1,8,4,5,9,2,5,1,3
702952,2,1,1,2,2,2,8,4,5,5,2,1,1,4
464712,2,1,2,3,3,4,1,4,5,9,1,5,1,4
143469,2,1,2,2,1,2,8,4,5,5,1,2,1,3
839776,2,1,2,3,3,1,1,4,5,5,1,2,1,4
140396,2,1,3,3,3,4,1,4,5,9,2,5,1,4
113032,2,1,2,2,3,2,1,4,5,5,2,1,1,4
1090464,2,1,2,3,3,1,1,4,5,9,2,5,1,4
332577,2,1,2,3,3,2,1,4,5,5,1,2,1,4
942559,2,1,3,2,2,5,1,4,3,9,2,5,1,4
833478,2,1,1,3,3,1,1,4,5,5,1,2,1,4
815331,2,0,3,1,3,2,1,4,5,9,2,5,1,4
896718,2,1,3,3,3,2,8,4,5,9,2,5,1,4
368703,2,1,2,1,1,2,1,4,5,9,1,5,1,2
968877,2,1,3,3,3,4,1,4,3,9,2,5,1,4
1146954,2,1,2,3,3,4,1,4,7,3,2,1,1,4
688282,2,1,3,3,3,1,1,4,2,9,2,5,1,4
833582,2,1,1,2,3,4,1,4,5,9,1,5,1,4
1076552,2,1,1,2,3,4,1,4,5,5,1,2,1,4
752924,2,1,2,3,3,2,8,4,5,9,2,5,1,4
881543,2,1,2,1,3,1,1,4,5,9,1,5,1,4
85606,2,1,2,2,3,4,1,4,5,5,1,2,1,4
1164284,2,1,2,2,3,3,8,4,9,9,3,3,1,4
794419,2,1,2,3,2,2,1,4,5,9,2,5,1,4
513929,2,1,3,2,3,2,1,4,2,9,2,5,1,4
608225,2,0,1,2,3,3,1,4,5,9,2,5,1,4
698696,2,1,3,2,3,2,1,4,7,9,1,5,1,4
659515,2,1,1,2,3,2,8,4,5,5,2,1,1,4
61078,2,0,2,2,3,2,1,4,5,9,1,5,1,4
1005841,2,1,2,2,3,2,8,4,5,9,1,5,1,4
319911,2,1,2,2,2,2,1,4,5,5,1,1,1,4
482022,2,1,2,2,3,4,1,4,5,9,1,5,1,4
1143642,2,1,2,2,1,2,1,4,5,5,1,2,1,3
494837,2,1,2,3,3,4,1,4,5,9,1,5,1,4
857821,2,1,2,2,3,1,8,4,5,5,1,2,1,4
786524,2,1,2,3,3,2,1,4,5,5,1,2,1,4
1100521,2,1,3,3,3,2,1,4,7,5,1,2,1,4
981634,2,1,3,3,3,5,1,4,5,9,1,5,1,4
161654,2,1,1,3,3,2,1,4,5,7,1,2,1,4
1117802,2,1,1,3,3,2,8,4,5,9,1,5,1,4
683512,2,1,2,2,2,3,8,4,5,9,2,5,1,4
78325,2,1,3,3,3,2,1,4,9,9,3,3,1,4
516841,2,1,3,1,3,2,8,4,5,9,1,5,1,4
1113911,2,1,2,3,1,1,1,4,7,5,1,2,1,3
1160267,2,1,1,3,3,5,1,4,5,5,2,1,1,4
669482,2,1,2,2,1,5,1,4,5,9,1,5,1,3
1194899,2,1,3,3,3,2,1,4,7,9,1,5,1,4
590101,2,1,1,2,3,3,1,4,3,3,1,1,1,4
1090912,2,1,1,2,2,2,8,4,5,9,1,5,1,4
783734,2,1,2,3,3,1,8,4,5,9,1,5,1,4
1166314,2,1,2,3,3,2,1,4,5,5,1,2,1,4
1182645,2,1,2,2,3,2,8,4,7,9,2,5,1,4
518253,2,1,2,2,3,4,1,4,5,5,1,2,1,4
343404,2,0,2,2,1,5,1,4,5,9,1,5,1,3
75206,2,1,2,2,2,5,1,4,3,9,2,5,1,4
982262,2,1,2,3,1,1,8,4,5,9,2,5,1,3
690254,2,1,2,3,3,2,8,4,5,9,1,5,1,4
1177820,2,1,3,2,3,2,8,4,5,9,1,5,1,4
497414,2,1,1,3,3,2,1,4,5,5,1,2,1,4
150362,2,1,2,2,3,1,8,4,5,5,1,2,1,4
71451,2,1,3,3,3,4,1,4,3,9,1,5,1,4
1078350,2,1,1,3,3,2,1,4,9,9,3,5,1,4
817382,2,1,2,2,3,3,1,4,5,9,1,5,1,4
145309,2,1,2,2,1,1,1,4,5,9,1,5,1,3
710527,2,0,1,1,1,1,8,4,5,9,2,5,1,2
316991,2,1,3,1,3,1,8,4,3,9,2,5,1,4
724558,2,1,2,3,3,1,8,4,5,9,1,5,1,4
55195,2,1,3,1,3,4,1,4,2,9,1,5,1,4
519275,2,1,1,2,3,4,1,4,5,9,1,5,1,4
775590,2,1,2,2,3,2,1,4,5,5,2,1,1,4
951822,2,1,3,1,3,4,1,4,2,9,1,5,1,4
1040554,2,1,2,3,2,1,8,4,5,9,2,5,1,4
516214,2,1,2,2,3,2,8,4,5,5,1,2,1,4
646965,2,1,2,2,3,1,8,4,5,9,1,5,1,4
121551,2,1,3,3,3,2,8,4,3,9,2,5,1,4
582853,2,1,1,3,3,2,1,4,5,9,2,5,1,4
1044026,2,1,1,3,3,2,1,4,5,9,1,5,1,4
329564,2,1,2,1,2,5,1,4,9,9,2,5,1,1
506583,2,1,1,3,3,2,1,4,5,5,1,1,1,4
435349,2,1,2,3,3,4,1,4,5,5,1,2,1,4
624181,2,1,1,2,3,2,8,4,5,9,2,5,1,4
603050,2,0,1,1,3,3,8,4,5,5,1,2,1,4
693370,2,1,1,3,3,2,1,4,5,5,3,1,1,4
1030877,2,1,3,3,3,2,8,4,3,3,1,2,1,4
1080989,2,1,3,3,3,2,1,4,5,9,1,5,1,4
29674,2,1,3,3,3,2,8,4,5,9,1,5,1,4
392188,2,1,3,3,3,2,1,4,2,2,2,1,1,4
262560,2,1,3,3,3,2,8,4,5,5,1,2,1,4
512300,2,0,2,1,3,3,8,4,9,9,2,5,1,4
749205,2,0,1,2,3,1,8,4,5,5,1,2,1,4
700095,2,1,2,3,3,1,1,4,9,9,1,5,1,4
53877,2,1,1,2,2,2,8,4,5,5,1,2,1,4
424311,2,1,3,2,3,1,8,4,7,7,2,2,1,4
410438,2,1,3,2,3,2,8,4,2,2,2,2,1,4
1039253,2,1,1,2,3,2,1,4,5,5,1,2,1,4
600667,2,1,2,2,3,2,1,4,7,9,1,5,1,4
182691,2,0,3,2,3,2,1,4,5,5,1,2,1,4
358971,2,1,1,3,3,1,1,4,9,9,3,5,1,4
711784,2,1,2,2,2,1,8,4,5,9,2,5,1,4
1106622,2,1,3,3,3,4,1,4,5,9,2,5,1,4
1021303,2,1,2,3,3,4,1,4,5,5,2,1,1,4
796771,2,1,3,3,3,2,1,4,9,9,3,3,1,4
1041830,2,0,1,2,3,2,1,4,5,5,1,2,1,4
884818,2,1,1,2,3,2,8,4,7,5,1,2,1,4
992749,2,1,2,2,3,2,1,4,5,9,2,5,1,4
807790,2,1,2,3,3,2,8,4,5,5,1,2,1,4
1001110,2,1,3,3,3,1,1,4,5,9,1,5,1,4
167973,2,1,2,2,2,4,1,4,5,9,1,5,1,4
144333,2,1,2,3,3,2,8,4,5,5,1,2,1,4
843649,2,1,1,2,3,4,1,4,9,9,3,3,1,4
871112,2,1,3,2,2,5,1,4,5,9,2,5,1,4
188020,2,1,1,3,3,4,1,4,5,9,1,5,1,4
481601,2,1,1,3,2,3,1,4,5,9,1,5,1,4
1135109,2,1,2,1,3,5,1,4,6,6,1,2,1,4
1124448,2,1,3,2,3,4,1,4,5,9,2,5,1,4
58858,2,1,3,2,3,4,1,4,5,9,1,5,1,4
512305,2,1,3,3,3,5,1,4,5,5,2,3,1,4
1151973,2,1,2,3,3,2,1,4,5,5,1,2,1,4
1132134,2,1,3,2,2,4,1,4,3,9,1,5,1,4
479605,2,1,2,3,3,4,1,4,5,5,1,2,1,4
743766,2,1,2,3,3,2,1,4,5,9,2,5,1,4
456732,2,1,2,3,3,4,1,4,5,5,1,2,1,4
893698,2,1,2,3,2,4,1,4,5,5,1,2,1,4
400277,2,1,3,3,3,2,1,4,2,2,1,2,1,4
1010393,2,1,2,2,3,4,1,4,5,9,1,5,1,4
442473,2,1,3,1,3,2,8,4,2,2,1,2,1,4
922100,2,1,2,3,3,2,8,4,5,9,1,5,1,4
373744,2,1,3,1,3,2,1,4,5,7,1,2,1,4
731566,2,1,2,1,2,5,1,4,5,9,1,5,1,1
1122027,2,1,2,2,3,1,8,4,9,9,1,2,1,4
111020,2,0,2,2,2,2,8,4,5,5,1,2,1,4
1154329,2,0,1,2,3,2,8,4,5,5,2,1,1,4
36022,2,1,1,1,2,2,1,4,5,9,1,5,1,1
873313,2,1,1,3,3,2,8,4,5,5,1,2,1,4
1067763,2,1,3,3,3,2,8,4,5,5,1,2,1,4
9934,2,1,2,3,3,2,1,4,5,5,1,2,1,4
1036328,2,1,3,2,3,2,8,4,7,5,2,1,1,4
500741,2,1,3,3,3,1,8,4,5,5,2,1,1,4
546234,2,0,3,2,3,4,1,4,9,9,3,5,1,4
766009,2,1,2,2,3,5,1,4,5,9,2,5,1,4
232088,2,1,1,3,3,4,1,4,9,9,2,5,1,4
549982,2,1,2,3,3,2,8,4,5,9,1,5,1,4
284475,2,1,2,3,1,4,1,4,5,9,1,5,1,3
930758,2,1,1,3,3,2,1,4,5,5,1,2,1,4
151101,2,1,3,1,3,4,1,4,5,9,2,5,1,4
111573,2,1,1,2,2,4,1,4,5,9,1,5,1,4
1056907,2,1,3,2,2,1,8,4,7,9,1,5,1,4
394778,2,1,2,3,1,2,1,4,3,9,2,5,1,3
274894,2,0,2,3,3,4,1,4,5,9,1,5,1,4
93737,2,1,3,2,3,4,1,4,5,9,1,5,1,4
795484,2,1,2,2,1,2,1,4,7,9,1,5,1,3
484735,2,1,3,2,3,2,8,4,2,9,1,5,1,4
733439,2,1,2,3,3,2,1,4,5,5,1,2,1,4
808929,2,1,3,1,3,1,1,4,5,5,2,1,1,4
1141315,2,1,3,2,3,2,8,4,5,9,2,5,1,4
13225,2,1,3,2,3,2,1,4,3,3,3,2,1,4
381817,2,1,3,2,3,2,1,4,5,5,2,1,1,4
460509,2,1,2,2,2,5,1,4,5,9,2,5,1,4
628667,2,1,3,1,3,4,1,4,7,5,2,1,1,4
870221,2,1,3,3,3,2,8,4,7,7,1,2,1,4
552837,2,1,3,2,3,2,8,4,9,9,3,3,1,4
856153,2,1,2,1,3,4,1,4,9,9,2,5,1,4
581686,2,1,3,2,3,5,1,4,5,9,1,5,1,4
126109,2,1,1,3,3,1,1,4,5,9,2,5,1,4
595533,2,0,1,2,3,2,8,4,5,5,1,2,1,4
1119667,2,1,3,1,3,4,1,4,5,9,1,5,1,4
1176343,2,1,3,1,3,3,8,4,3,9,2,5,1,4
414143,2,1,3,3,3,4,1,4,7,9,2,5,1,4
1093518,2,1,1,2,1,5,1,4,9,9,1,5,1,3
499300,2,1,2,3,3,4,1,4,5,9,1,5,1,4
221735,2,1,2,3,3,1,1,4,9,9,2,5,1,4
535125,2,1,2,2,3,5,1,4,5,9,2,5,1,4
241660,2,1,2,2,3,2,8,4,9,9,3,3,1,4
887423,2,1,2,3,3,2,8,4,6,9,1,5,1,4
954037,2,1,2,3,3,4,1,4,5,5,1,2,1,4
801365,2,1,3,1,2,5,1,4,5,9,1,5,1,1
869842,2,1,3,2,3,2,1,4,5,5,1,2,1,4
1033820,2,1,1,2,3,4,1,4,5,5,1,2,1,4
1151906,2,1,3,1,3,3,8,4,3,3,1,2,1,4
833340,2,1,3,3,3,4,1,4,5,9,1,5,1,4
803132,2,1,3,2,3,4,1,4,9,9,1,5,1,4
561885,2,1,2,2,3,2,8,4,5,9,1,5,1,4
684793,2,0,1,2,3,2,1,4,5,9,1,5,1,4
358129,2,1,1,3,3,2,1,4,5,5,2,1,1,4
239127,2,1,3,3,3,4,1,4,5,9,1,5,1,4
655028,2,0,1,2,3,4,1,4,5,9,1,5,1,4
620482,2,1,3,2,3,2,1,4,5,9,1,5,1,4
990313,2,0,1,2,3,2,8,4,5,5,1,2,1,4
223402,2,1,2,2,2,2,1,4,5,5,1,2,1,4
118860,2,1,3,3,3,2,1,4,5,5,1,2,1,4
752606,2,1,1,2,2,2,8,4,5,9,2,5,1,4
707276,2,1,2,2,3,2,8,4,5,9,2,5,1,4
953180,2,1,3,1,3,1,8,4,2,2,1,2,1,4
198318,2,1,1,3,3,2,1,4,9,9,3,5,1,4
802576,2,1,1,2,3,4,1,4,5,5,1,2,1,4
882078,2,1,2,2,3,4,8,4,5,5,2,2,1,4
831174,2,1,3,2,3,1,1,4,2,9,2,5,1,4
992697,2,0,1,2,3,4,1,4,5,9,1,5,1,4
542632,2,1,3,3,3,4,1,4,5,9,1,5,1,4
468262,2,1,3,3,3,2,1,4,5,9,1,5,1,4
1155309,2,0,1,2,2,1,8,4,5,9,1,5,1,4
1056629,2,1,2,3,3,1,1,4,5,9,1,5,1,4
765657,2,1,2,3,3,1,1,4,5,5,1,2,1,4
408155,2,1,3,3,3,2,8,4,5,9,1,5,1,4
878634,2,1,2,3,3,2,8,4,5,9,2,5,1,4
1031582,2,1,2,3,3,4,1,4,5,5,1,2,1,4
31239,2,0,2,2,2,4,1,4,5,9,1,5,1,4
10202,2,1,2,2,2,4,1,4,5,5,2,2,1,4
661774,2,1,3,3,1,5,1,4,5,9,2,5,1,3
1044070,2,1,1,3,3,1,8,4,5,5,1,2,1,4
456535,2,1,2,3,3,4,1,4,7,7,1,2,1,4
455193,2,1,2,3,3,2,8,4,5,9,1,5,1,4
611861,2,1,3,1,2,3,8,4,5,9,1,5,1,1
456317,2,1,1,3,3,2,1,4,5,5,2,1,1,4
1109885,2,1,2,3,3,2,8,4,5,5,1,2,1,4
678287,2,1,1,3,3,2,1,4,5,9,1,5,1,4
281088,2,1,1,2,3,4,1,4,5,9,1,5,1,4
25878,2,1,3,3,3,4,1,4,7,7,2,2,1,4
408409,2,1,2,3,3,4,1,4,5,9,1,5,1,4
472430,2,1,3,2,3,4,1,4,3,9,1,5,1,4
163692,2,1,2,2,3,2,1,4,5,5,1,2,1,4
480821,2,1,3,3,3,2,8,4,9,9,3,3,1,4
1127139,2,1,2,3,3,2,1,4,5,9,2,5,1,4
919250,2,1,1,3,3,2,1,4,9,9,1,3,1,4
771176,2,0,3,1,3,2,8,4,5,5,1,2,1,4
798828,2,1,2,3,3,4,1,4,3,3,2,2,1,4
446600,2,1,3,2,3,2,8,4,2,9,1,5,1,4
423187,2,1,2,3,3,2,1,4,5,5,1,2,1,4
627744,2,1,2,3,2,4,1,4,5,9,1,5,1,4
417094,2,0,3,1,2,2,1,4,5,9,2,5,1,1
588538,2,1,3,2,2,5,1,4,5,9,2,5,1,4
133357,2,1,1,2,3,2,1,4,9,9,3,3,1,4
452395,2,0,1,3,3,2,1,4,5,5,1,2,1,4
133356,2,1,1,3,3,2,8,4,5,5,1,2,1,4
1007351,2,1,2,3,3,4,1,4,5,9,2,5,1,4
473313,2,1,2,3,3,2,8,4,5,9,2,5,1,4
496134,2,1,2,3,3,4,1,4,5,5,1,2,1,4
1089784,2,1,1,3,3,4,1,4,5,9,2,5,1,4
235216,2,1,2,3,3,4,1,4,3,9,1,5,1,4
555091,2,1,2,1,2,4,1,4,5,9,1,5,1,1
36568,2,1,2,2,3,4,1,4,5,9,1,5,1,4
689430,2,1,2,3,3,3,8,4,5,9,1,5,1,4
856249,2,1,3,3,3,1,8,4,5,9,2,5,1,4
527448,2,1,2,2,3,4,8,4,5,9,1,5,1,4
982131,2,0,2,1,3,2,8,4,5,5,1,2,1,4
418227,2,1,3,2,3,2,8,4,2,2,2,1,1,4
74713,2,1,3,1,2,2,1,4,7,9,2,5,1,1
716332,2,1,3,3,3,3,1,4,7,9,1,5,1,4
340531,2,1,2,2,2,2,8,4,5,9,1,5,1,4
473909,2,1,2,2,2,2,1,4,5,9,2,5,1,4
1040965,2,1,3,3,3,4,1,4,5,5,1,3,1,4
74195,2,1,3,1,3,2,1,4,5,9,1,5,1,4
198336,2,1,2,3,3,2,1,4,5,5,1,2,1,4
1104304,2,0,1,2,1,4,1,4,5,9,1,5,1,3
495873,2,1,3,2,3,2,8,4,5,5,1,2,1,4
557080,2,1,3,1,3,3,1,4,9,9,3,5,1,4
228555,2,1,2,3,3,2,1,4,6,6,1,2,1,4
600608,2,1,3,2,3,4,1,4,7,7,1,2,1,4
502284,2,1,3,3,3,4,1,4,3,9,2,5,1,4
93917,2,1,1,3,2,2,8,4,5,9,2,5,1,4
472295,2,1,2,3,3,3,1,4,5,5,1,2,1,4
425278,2,0,2,2,3,2,1,4,5,5,1,2,1,4
618733,2,1,3,2,3,2,8,4,5,9,2,5,1,4
329781,2,1,3,2,1,2,1,4,9,9,1,5,1,3
1202713,2,1,3,3,3,1,8,4,5,5,1,2,1,4
1195523,2,0,2,1,3,2,8,4,5,9,1,5,1,4
156227,2,1,2,2,3,5,1,4,7,9,1,5,1,4
948053,2,1,2,2,3,4,1,4,6,7,2,1,1,4
62619,2,1,3,3,3,2,8,4,9,9,3,5,1,4
202934,2,1,2,3,3,2,1,4,5,5,1,2,1,4
438661,2,1,2,3,2,4,1,4,5,9,2,5,1,4
145016,2,1,3,3,3,5,1,4,5,5,1,2,1,4
1181849,2,0,1,2,3,2,1,4,5,5,2,1,1,4
99790,2,1,3,1,2,2,1,4,2,9,1,5,1,1
194733,2,1,3,3,3,4,1,4,9,9,3,5,1,4
383087,2,1,3,3,3,2,1,4,5,9,1,5,1,4
280655,2,1,2,2,3,4,1,4,5,5,1,2,1,4
676309,2,1,1,1,3,2,1,4,5,5,2,1,1,4
121595,2,1,2,3,3,3,1,4,3,3,1,2,1,4
616831,2,1,2,2,3,2,1,4,5,9,1,5,1,4
21231,2,0,1,1,3,2,1,4,5,9,1,5,1,4
296264,2,1,1,2,3,2,1,4,5,5,1,2,1,4
178787,2,1,2,3,3,1,8,4,5,5,2,2,1,4
1190839,2,1,2,3,3,2,1,4,5,5,1,2,1,4
